order,family,header,symbol,kind,requirement,implementation_status,header_evidence,implementation_source,test_evidence,implementation_notes,review_status,review_findings,fix_status,standard_url
387,ISO-C17,<wchar.h>,wscanf,function,required,implemented,libc/include/wchar.h,libc/wide-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first scanner omitted scansets, bounded numeric fields, and wide string/character arguments; those cases are now handled.",fixed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
388,ISO-C17,<wctype.h>,iswalnum,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
389,ISO-C17,<wctype.h>,iswalpha,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
390,ISO-C17,<wctype.h>,iswblank,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
391,ISO-C17,<wctype.h>,iswcntrl,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
392,ISO-C17,<wctype.h>,iswctype,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
393,ISO-C17,<wctype.h>,iswdigit,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
394,ISO-C17,<wctype.h>,iswgraph,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
395,ISO-C17,<wctype.h>,iswlower,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
396,ISO-C17,<wctype.h>,iswprint,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
397,ISO-C17,<wctype.h>,iswpunct,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
398,ISO-C17,<wctype.h>,iswspace,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
399,ISO-C17,<wctype.h>,iswupper,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
400,ISO-C17,<wctype.h>,iswxdigit,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
401,ISO-C17,<wctype.h>,towctrans,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
402,ISO-C17,<wctype.h>,towlower,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
403,ISO-C17,<wctype.h>,towupper,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
404,ISO-C17,<wctype.h>,wctrans,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
405,ISO-C17,<wctype.h>,wctype,function,required,implemented,libc/include/wctype.h,libc/wide.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://www.open-std.org/jtc1/sc22/wg14/www/docs/n2176.pdf
406,BSD,<err.h>,err,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=err&sektion=3&manpath=FreeBSD+15.1-RELEASE
407,BSD,<err.h>,err_set_exit,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=err_set_exit&sektion=3&manpath=FreeBSD+15.1-RELEASE
408,BSD,<err.h>,err_set_file,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=err_set_file&sektion=3&manpath=FreeBSD+15.1-RELEASE
409,BSD,<err.h>,errc,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=errc&sektion=3&manpath=FreeBSD+15.1-RELEASE
410,BSD,<err.h>,errx,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=errx&sektion=3&manpath=FreeBSD+15.1-RELEASE
411,BSD,<err.h>,verr,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=verr&sektion=3&manpath=FreeBSD+15.1-RELEASE
412,BSD,<err.h>,verrc,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=verrc&sektion=3&manpath=FreeBSD+15.1-RELEASE
413,BSD,<err.h>,verrx,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=verrx&sektion=3&manpath=FreeBSD+15.1-RELEASE
414,BSD,<err.h>,vwarn,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=vwarn&sektion=3&manpath=FreeBSD+15.1-RELEASE
415,BSD,<err.h>,vwarnc,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=vwarnc&sektion=3&manpath=FreeBSD+15.1-RELEASE
416,BSD,<err.h>,vwarnx,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=vwarnx&sektion=3&manpath=FreeBSD+15.1-RELEASE
417,BSD,<err.h>,warn,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=warn&sektion=3&manpath=FreeBSD+15.1-RELEASE
418,BSD,<err.h>,warnc,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=warnc&sektion=3&manpath=FreeBSD+15.1-RELEASE
419,BSD,<err.h>,warnx,function,common-extension,implemented,libc/include/err.h,libc/err.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=warnx&sektion=3&manpath=FreeBSD+15.1-RELEASE
420,BSD,<stdio.h>,asprintf,function,common-extension,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=asprintf&sektion=3&manpath=FreeBSD+15.1-RELEASE
421,BSD,<stdio.h>,fgetln,function,common-extension,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first pass did not provide real cookie streams, purge, or in-place stream reassociation; the userland FILE backend now does.",fixed,https://man.freebsd.org/cgi/man.cgi?query=fgetln&sektion=3&manpath=FreeBSD+15.1-RELEASE
422,BSD,<stdio.h>,fmtcheck,function,common-extension,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=fmtcheck&sektion=3&manpath=FreeBSD+15.1-RELEASE
423,BSD,<stdio.h>,fpurge,function,common-extension,implemented,libc/include/stdio.h,libc/stdio-extra.c|userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first pass did not provide real cookie streams, purge, or in-place stream reassociation; the userland FILE backend now does.",fixed,https://man.freebsd.org/cgi/man.cgi?query=fpurge&sektion=3&manpath=FreeBSD+15.1-RELEASE
424,BSD,<stdio.h>,funopen,function,common-extension,implemented,libc/include/stdio.h,libc/stdio-extra.c|userland/base/libc/posix.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"The first pass did not provide real cookie streams, purge, or in-place stream reassociation; the userland FILE backend now does.",fixed,https://man.freebsd.org/cgi/man.cgi?query=funopen&sektion=3&manpath=FreeBSD+15.1-RELEASE
425,BSD,<stdio.h>,setbuffer,function,common-extension,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=setbuffer&sektion=3&manpath=FreeBSD+15.1-RELEASE
426,BSD,<stdio.h>,setlinebuf,function,common-extension,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=setlinebuf&sektion=3&manpath=FreeBSD+15.1-RELEASE
427,BSD,<stdio.h>,vasprintf,function,common-extension,implemented,libc/include/stdio.h,libc/stdio-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=vasprintf&sektion=3&manpath=FreeBSD+15.1-RELEASE
428,BSD,<stdlib.h>,arc4random,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The entropy-device fallback was a non-cryptographic xorshift; it now uses a locked ChaCha20 generator seeded from process clocks/state.,fixed,https://man.freebsd.org/cgi/man.cgi?query=arc4random&sektion=3&manpath=FreeBSD+15.1-RELEASE
429,BSD,<stdlib.h>,arc4random_buf,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The entropy-device fallback was a non-cryptographic xorshift; it now uses a locked ChaCha20 generator seeded from process clocks/state.,fixed,https://man.freebsd.org/cgi/man.cgi?query=arc4random_buf&sektion=3&manpath=FreeBSD+15.1-RELEASE
430,BSD,<stdlib.h>,arc4random_uniform,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The entropy-device fallback was a non-cryptographic xorshift; it now uses a locked ChaCha20 generator seeded from process clocks/state.,fixed,https://man.freebsd.org/cgi/man.cgi?query=arc4random_uniform&sektion=3&manpath=FreeBSD+15.1-RELEASE
431,BSD,<stdlib.h>,getprogname,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=getprogname&sektion=3&manpath=FreeBSD+15.1-RELEASE
432,BSD,<stdlib.h>,heapsort,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=heapsort&sektion=3&manpath=FreeBSD+15.1-RELEASE
433,BSD,<stdlib.h>,mergesort,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=mergesort&sektion=3&manpath=FreeBSD+15.1-RELEASE
434,BSD,<stdlib.h>,qsort_r,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=qsort_r&sektion=3&manpath=FreeBSD+15.1-RELEASE
435,BSD,<stdlib.h>,reallocarray,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=reallocarray&sektion=3&manpath=FreeBSD+15.1-RELEASE
436,BSD,<stdlib.h>,reallocf,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=reallocf&sektion=3&manpath=FreeBSD+15.1-RELEASE
437,BSD,<stdlib.h>,recallocarray,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=recallocarray&sektion=3&manpath=FreeBSD+15.1-RELEASE
438,BSD,<stdlib.h>,setprogname,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=setprogname&sektion=3&manpath=FreeBSD+15.1-RELEASE
439,BSD,<stdlib.h>,srandomdev,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,The entropy-device fallback was a non-cryptographic xorshift; it now uses a locked ChaCha20 generator seeded from process clocks/state.,fixed,https://man.freebsd.org/cgi/man.cgi?query=srandomdev&sektion=3&manpath=FreeBSD+15.1-RELEASE
440,BSD,<stdlib.h>,strtonum,function,common-extension,implemented,libc/include/stdlib.h,libc/stdlib-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=strtonum&sektion=3&manpath=FreeBSD+15.1-RELEASE
441,BSD,<string.h>,memmem,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=memmem&sektion=3&manpath=FreeBSD+15.1-RELEASE
442,BSD,<string.h>,mempcpy,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=mempcpy&sektion=3&manpath=FreeBSD+15.1-RELEASE
443,BSD,<string.h>,memrchr,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=memrchr&sektion=3&manpath=FreeBSD+15.1-RELEASE
444,BSD,<string.h>,memset_explicit,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=memset_explicit&sektion=3&manpath=FreeBSD+15.1-RELEASE
445,BSD,<string.h>,strcasestr,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=strcasestr&sektion=3&manpath=FreeBSD+15.1-RELEASE
446,BSD,<string.h>,strchrnul,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=strchrnul&sektion=3&manpath=FreeBSD+15.1-RELEASE
447,BSD,<string.h>,strlcat,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=strlcat&sektion=3&manpath=FreeBSD+15.1-RELEASE
448,BSD,<string.h>,strlcpy,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=strlcpy&sektion=3&manpath=FreeBSD+15.1-RELEASE
449,BSD,<string.h>,strmode,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=strmode&sektion=3&manpath=FreeBSD+15.1-RELEASE
450,BSD,<string.h>,strnstr,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=strnstr&sektion=3&manpath=FreeBSD+15.1-RELEASE
451,BSD,<string.h>,strsep,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=strsep&sektion=3&manpath=FreeBSD+15.1-RELEASE
452,BSD,<string.h>,strverscmp,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,strverscmp could inspect before its input and timingsafe_memcmp used data-dependent selection; both were replaced.,fixed,https://man.freebsd.org/cgi/man.cgi?query=strverscmp&sektion=3&manpath=FreeBSD+15.1-RELEASE
453,BSD,<string.h>,timingsafe_bcmp,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,strverscmp could inspect before its input and timingsafe_memcmp used data-dependent selection; both were replaced.,fixed,https://man.freebsd.org/cgi/man.cgi?query=timingsafe_bcmp&sektion=3&manpath=FreeBSD+15.1-RELEASE
454,BSD,<string.h>,timingsafe_memcmp,function,common-extension,implemented,libc/include/string.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,strverscmp could inspect before its input and timingsafe_memcmp used data-dependent selection; both were replaced.,fixed,https://man.freebsd.org/cgi/man.cgi?query=timingsafe_memcmp&sektion=3&manpath=FreeBSD+15.1-RELEASE
455,BSD,<strings.h>,bcmp,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=bcmp&sektion=3&manpath=FreeBSD+15.1-RELEASE
456,BSD,<strings.h>,bcopy,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=bcopy&sektion=3&manpath=FreeBSD+15.1-RELEASE
457,BSD,<strings.h>,bzero,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=bzero&sektion=3&manpath=FreeBSD+15.1-RELEASE
458,BSD,<strings.h>,explicit_bzero,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=explicit_bzero&sektion=3&manpath=FreeBSD+15.1-RELEASE
459,BSD,<strings.h>,ffs,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=ffs&sektion=3&manpath=FreeBSD+15.1-RELEASE
460,BSD,<strings.h>,ffsl,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=ffsl&sektion=3&manpath=FreeBSD+15.1-RELEASE
461,BSD,<strings.h>,ffsll,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=ffsll&sektion=3&manpath=FreeBSD+15.1-RELEASE
462,BSD,<strings.h>,fls,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=fls&sektion=3&manpath=FreeBSD+15.1-RELEASE
463,BSD,<strings.h>,flsl,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=flsl&sektion=3&manpath=FreeBSD+15.1-RELEASE
464,BSD,<strings.h>,flsll,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=flsll&sektion=3&manpath=FreeBSD+15.1-RELEASE
465,BSD,<strings.h>,index,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=index&sektion=3&manpath=FreeBSD+15.1-RELEASE
466,BSD,<strings.h>,rindex,function,common-extension,implemented,libc/include/strings.h,libc/string-extra.c,header/symbol audit; amd64 QEMU boot; pcat/pc98 HDD integration builds,,reviewed,"No actionable issue found in signature, boundary, and integration review.",not-needed,https://man.freebsd.org/cgi/man.cgi?query=rindex&sektion=3&manpath=FreeBSD+15.1-RELEASE
